Y_LT16,T,MEI_E,NAC,EE	10612 	9750 	9392 b	8284 	7635 	6962 	7029 	7302 	6428 	5214 	4299 	3669 	3176 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,EL	8175 	8206 	8765 	8624 	10358 	12333 	13241 	12823 	12739 	11751 	11719 	11299 	10386 	9603 	8308 	7762 	7515 	7303 	6506 	5926 	5320 
Y_LT16,T,MEI_E,NAC,ES	14635 	14166 	13970 	13993 	14806 	14957 	15120 	15323 	14476 b	12233 	11415 	10888 	10970 	: 	9240 	8905 	8400 	7618 	7183 	7054 	6798 
Y_LT16,T,MEI_E,NAC,EU	58315.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,EU27	58416.0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,EU28	58315.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,FI	25407 	25454 	25309 	25209 	24353 	23266 	22801 	22243 	20799 	20008 	19644 	18521 	17348 	: 	15975 	15196 	14440 	13995 	13149 	13138 	: 
Y_LT16,T,MEI_E,NAC,FR	22458 	22339 	21812 	22063 	21948 	21607 	20911 	20707 	20471 b	17102 	17408 	16791 	16005 	: 	15487 	14982 	15009 	14543 	14412 	13994 	13905 
Y_LT16,T,MEI_E,NAC,HR	46502 	43705 	40681 	41004 	41601 	43409 	47508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,HU	1528453 	1445526 	1317452 	1334885 	1379402 	1245812 	1149593 	1162396 	1086519 	1024969 	1017423 	886575 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,IE	: 	24094 	22668 	21792 	21399 	21623 	21907 	23576 	25252 	24891 	21369 	20135 	19260 	18282 	14155 	12642 	11874 	11170 	10334 	9503 	8675 
Y_LT16,T,MEI_E,NAC,IS	: 	3671810 	3562157 	3369937 	3127116 	3070070 	3179783 	3501410 	3022699 	2734566 	2271670 	2132024 	1957855 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,IT	16402 p	15702 	15843 	15668 	15641 	16034 	15895 	16011 	16196 	15827 	15214 	15011 	14018 	: 	10178 	9902 	9602 	9214 	8604 	8356 	8050 
Y_LT16,T,MEI_E,NAC,LT	6703 	6664 	19578 	18515 	17454 	15027 	17084 	19809 	16285 	12809 	10241 	8176 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,LU	35206 p	37129 	34454 	33128 	31963 	33154 	32385 	33051 	32727 	31013 	30997 	29004 	27868 	26833 	23600 	22596 	21422 	20470 	19674 	20045 	19357 
Y_LT16,T,MEI_E,NAC,LV	7806 	7154 	6289 	5810 	5539 	5220 	5391 	6373 	5804 	3954 	3150 	2468 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,MK	: 	132818 	125742 	123702 	119967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,MT	14531 	14160 	13210 	11961 	10906 	10596 	10283 	10219 	9898 	9097 	3723 	3628 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,NL	24877 b	23062 	22032 	21559 	21533 	20873 	21068 	21014 	20968 	18847 	17372 	16497 	: 	: 	13142 	12704 	12602 	11858 	11684 	11298 	10886 
Y_LT16,T,MEI_E,NAC,NO	356233 	350184 	347978 	319843 	316284 	301369 	288519 	284100 	266655 	232381 	250057 	218928 	220617 	218224 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,PL	27132 	25803 	24463 	23396 	23058 	21969 	20812 	19936 	17578 	14693 	13430 	12213 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,PT	9860 	9273 	9051 	8883 	9275 	9529 	9868 	9754 	9652 	9199 	9312 	8953 	8405 	: 	7007 	6631 	6374 	5967 	5750 	5181 	4963 
Y_LT16,T,MEI_E,NAC,RO	10789 	9757 	8929 	8694 	8392 	8579 	8608 	7869 	6684 	6041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,RS	324369 	340161 	296368 	302725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,SE	237043 	232568 b	233853 	231400 	223832 	215182 	210910 	204836 	189290 	174110 	159607 	160660 	157033 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,SI	13356 	13155 	12718 	12675 	12729 	12469 	12274 	12297 	11507 	10285 	2332287 	2196485 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,SK	6447 	6287 	6643 	6553 	6748 	6229 	6081 	5699 	159923 	148980 	134975 	115580 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,TR	: 	11232 	9940 	9055 	8536 	7538 	6718 	6363 	5769 	5415 	4485 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,NAC,UK	18101 	17829 	17076 	16354 	16627 b	16884 	16325 	15831 	16527 	15358 	13673 	13939 	: 	: 	10461 	9725 	8808 	8934 	8605 	8470 	7996 
Y_LT16,T,MEI_E,PPS,AT	21200 	21052 	20591 	19447 	19724 	20075 	18980 	19179 	18545 b	17544 	16914 	16669 	15998 	15203 	15017 	14415 	13143 	12728 	12609 	12597 	12708 
Y_LT16,T,MEI_E,PPS,BE	22281 	20987 	20424 	20628 	19364 	18815 	17974 	17937 	18122 	17308 	17485 	16512 	15180 	16528 	17037 	16008 	15301 	15236 	14617 	13544 	13486 
Y_LT16,T,MEI_E,PPS,BG	7124 b	8213 	6948 	6212 	5863 	6265 	6352 	6464 	5543 	3571 	3321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,CH	27974 	27734 	27069 b	26553 	24303 	23750 	21945 	22624 	21537 	20349 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,CY	18449 	17627 	18204 	19404 	21501 	20787 	19844 	20731 	19991 b	20027 	17884 	16203 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,CZ	13737 	12753 	12085 	11731 	11036 	10816 	10291 	10810 	10252 	9206 	8457 	7906 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,DE	22518 	22091 	21065 	21551 	20315 	19049 	18133 	19337 	19173 	18230 	15423 	15636 	: 	: 	15552 	14715 	13540 	13221 	13011 	12355 	11600 
Y_LT16,T,MEI_E,PPS,DK	24247 	22567 	22326 	21491 	20731 	20158 b	18083 	18276 	18605 	17605 	16590 	16122 	15473 	15844 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,EA	19020.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,EA18	19087.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,EA19	19020.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,EE	14560 	12893 	12026 b	10839 	10063 	9308 	9098 	9528 	8765 	7610 	6647 	5817 	5116 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,EL	9622 	9605 	9826 	9318 	10957 	13054 	13945 	14083 	14192 	13196 	13280 	12899 	12094 	11975 	10605 	10217 	9544 	9601 	8901 	8436 	8004 
Y_LT16,T,MEI_E,PPS,ES	16233 	15345 	14945 	14745 	15271 	15489 	15471 	16119 	15592 b	13331 	12529 	11972 	12415 	: 	11136 	10754 	9954 	9375 	8972 	8700 	8498 
Y_LT16,T,MEI_E,PPS,EU	17428.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13809 e	13103 e	12375 e	12040 e	11603 e	11166 e	10888 e
Y_LT16,T,MEI_E,PPS,EU27	17493.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,EU28	17428.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,FI	21234 	20812 	20555 	20774 	19929 	19116 	18382 	18429 	17396 	16305 	15894 	14962 	13703 	: 	13759 	12695 	12182 	11913 	11431 	11141 	: 
Y_LT16,T,MEI_E,PPS,FR	21462 	20743 	19866 	20239 	20011 	19625 	18629 	18701 	18948 b	15757 	16089 	15272 	14553 	: 	15198 	14242 	14293 	13673 	12926 	12619 	12619 
Y_LT16,T,MEI_E,PPS,HR	9418 	8663 	7951 	7959 	7656 	7923 	8481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,HU	8674 	8138 	7434 	7548 	7995 	7181 	6486 	6667 	6481 	6397 	6475 	5683 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,IE	: 	19668 	18618 	18364 	17993 	18267 	17982 	18479 	19953 	19992 	17238 	16152 	15267 	14532 	13131 	12238 	12011 	12130 	10938 	10643 	9618 
Y_LT16,T,MEI_E,PPS,IS	: 	20089 	19640 	19215 	18054 	18034 	18368 	23481 	23167 	21539 	18938 	17749 	16317 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,IT	16387 p	15254 	15335 	15251 	15167 	15839 	15160 	15629 	15806 	15189 	14530 	14307 	13529 	: 	11490 	11447 	10853 	10360 	9817 	9540 	9504 
Y_LT16,T,MEI_E,PPS,LT	11018 	10615 	8930 	8311 	7837 	6847 	7389 	8699 	7861 	6470 	5409 	4426 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,LU	29223 p	30828 	28381 	27884 	25918 	27104 	26644 	28131 	28520 	27853 	27778 	28154 	26993 	26283 	24473 	23152 	20965 	20294 	20011 	19824 	19624 
Y_LT16,T,MEI_E,PPS,LV	11281 	9932 	8848 	8027 	7594 	7396 	7059 	8489 	8741 	6565 	5572 	4640 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,MK	: 	4633 	4298 	4218 	4195 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,MT	18120 	17506 	16013 	14891 	13908 	13685 	13177 	13209 	13117 	12166 	11581 	11600 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,NL	22973 b	20998 	19833 	19890 	19874 	19356 	19533 	20045 	20560 	18117 	16598 	15545 	: 	: 	13168 	13110 	13161 	12257 	11651 	11066 	10526 
Y_LT16,T,MEI_E,PPS,NO	28784 	28619 	28368 	26720 	25898 	25032 	23716 	24716 	24198 	20662 	22197 	19349 	19399 	19223 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,PL	11958 	11044 	10441 	9915 	9550 	9108 	8272 	8214 	7527 	6040 	5467 	5069 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,PT	12029 	11342 	11136 	10667 	10914 	10902 	11062 	11079 	11265 	10830 	10949 	10249 	9770 	: 	9697 	9097 	8801 	8295 	8000 	7279 	7273 
Y_LT16,T,MEI_E,PPS,RO	4753 	4132 	3764 	3759 	3584 	3549 	3526 	3387 	3144 	2973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,RS	5530 	5748 	4969 	5280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,SE	20853 	20357 b	20545 	20649 	19720 	18852 	18453 	18812 	17704 	15882 	14444 	14504 	13935 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,SI	16793 	16111 	15300 	15199 	14985 	14486 	13960 	14854 	14590 	13415 	12699 	12089 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,SK	9746 	9271 	9566 	9310 	9546 	8865 	8311 	7892 	6682 	5650 	4876 	4071 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,TR	: 	6462 	6122 	6000 	5877 	5410 	4902 	4893 	4608 	4505 	4008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT16,T,MEI_E,PPS,UK	18310 	18703 	17436 	17272 	17596 b	17910 	17655 	18377 	20338 	19931 	18138 	18576 	: 	: 	14504 	13232 	12086 	12406 	12057 	11594 	11439 
Y_LT18,F,MED_E,EUR,AT	20550 	20068 	19761 	19231 	19372 	19570 	18331 	18581 	16993 b	16235 	15738 	15854 	15007 	13801 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,BE	21821 	20656 	21448 	20909 	19776 	19104 	18953 	18664 	17985 	17366 	17628 	16181 	15147 	15168 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,BG	2779 b	3100 	2839 	2603 	2594 	2625 	2775 	2798 	2136 	1362 	1279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,CH	39149 	35777 	34105 b	36437 	34602 	30113 	26556 	24869 	22766 	23835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,CY	13901 	13593 	14208 	15137 	16661 	16375 	15401 	15855 	15466 b	15920 	13929 	13045 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,CZ	7661 	7129 	7331 	7348 	7293 	6996 	6532 	6979 	5797 	5077 	4424 	3880 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,DE	19970 	19910 	18819 	18575 	18790 	17729 	17600 	17580 	17205 	16678 	14573 	14837 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,DK	29413 	28276 	27872 	28576 	27186 	26973 b	25808 	25249 	24391 	23213 	22465 	21887 	21123 	20530 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EA	16977 e	16606 e	16372 e	16223 e	16259 e	15871 e	: 	15823 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EA18	17078 e	16710 	16372 	16158 	16190 	15801 	15722 	15716 	15341 	14277 	13425 	13037 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EA19	16977 e	16606 	16269 	16048 	16079 	15686 	15609 	15605 	15228 	14153 	13294 	12897 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EE	9119 	8471 	8315 b	6926 	6299 	5896 	6026 	6317 	5597 	4459 	3625 	2994 	2538 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EL	6624 	6910 	7383 	6829 	8884 	10865 	11595 	10857 	10593 	9670 	9389 	9452 	8882 	7870 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,ES	12352 	11973 	11573 	11905 	12018 	12264 	12647 	12851 	11801 b	10333 	9761 	9179 	9600 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EU	15298 e	15007 e	14763 e	14365 e	14372 e	13864 e	: 	13663 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EU27	15381 e	15090 	14850 	14447 	14453 	13938 	13685 	13663 	13515 	12823 	12029 e	11590 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,EU28	15298 e	15007 	14763 	14365 	14372 	13864 	13616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,FI	23291 	23564 	23021 	22847 	22285 	21306 	20688 	20303 	19116 	17763 	17940 	17117 	16053 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,FR	19995 	19463 	19299 	19252 	19091 	18076 	17950 	17929 	17479 b	15326 	15428 	14686 	14214 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,HR	5211 	5024 	4618 	4730 	4978 	5363 	5603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,HU	4283 	4150 	3956 	3952 	4296 	3954 	3732 	4148 	3874 	3566 	3426 	3098 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,IE	: 	19540 	19049 	18507 	18359 	17557 	18659 	20410 	21378 	19444 	17738 	16791 	16333 	16012 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,IS	: 	22313 	20632 	19265 	17489 	17946 	17025 	20875 	30601 	26681 	26541 	22785 	21350 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,IT	14464 p	14101 	14258 	13637 	13761 	14200 	13617 	13657 	14151 	13842 	13000 	12538 	11850 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,LT	5550 	4842 	4563 	4080 	3969 	3520 	3650 	4546 	4054 	3204 	2549 	1991 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,LU	29145 p	32745 	28675 	27359 	27066 	28370 	28012 	27804 	28405 	27984 	27376 	26077 	24377 	24146 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,LV	6610 	5906 	5221 	4590 	4484 	4039 	4406 	5127 	4787 	3282 	2431 	2041 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,MK	: 	1839 	1739 	1659 	1692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,MT	13085 	12835 	11975 	10402 	9697 	9263 	9081 	9068 	8940 	8679 	7858 	7696 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,NL	22698 b	20726 	19735 	19983 	19684 	18825 	19133 	18742 	18180 	16907 	15661 	15378 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,NO	37870 	39518 	41404 	40879 	38432 	35543 	30788 	32376 	30509 	27869 	27344 	24580 	25439 	26344 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,PL	5451 	5264 	4907 	4764 	4702 	4594 	4056 	4667 	3759 	3085 	2708 	2157 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,PT	8310 	7900 	7714 	7612 	7568 	7668 	8167 	7576 	7778 	7393 	7041 	6717 	6449 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,RO	2052 	1846 	1644 	1531 	1661 	1697 	1649 	1805 	1638 	1373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,RS	2280 	2349 	2104 	2167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,SE	23602 	24238 b	25445 	25466 	23877 	21541 	18812 	20407 	19364 	17636 	16683 	16274 	16140 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,SI	12415 	12392 	12032 	11878 	12063 	11628 	11461 	11428 	10464 	9464 	8925 	8491 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,SK	6087 	5862 	5935 	6150 	6227 	5895 	5629 	5202 	4418 	3714 	3073 	2613 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,TR	: 	2692 	2754 	2702 	2567 	2671 	2190 	2382 	2259 	2157 	1889 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,EUR,UK	18378 	17905 	18001 	16075 	16748 b	15545 	15174 	14513 	16654 	18338 	17493 	16901 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,AT	20550 	20068 	19761 	19231 	19372 	19570 	18331 	18581 	16993 b	16235 	15738 	15854 	15007 	13801 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,BE	21821 	20656 	21448 	20909 	19776 	19104 	18953 	18664 	17985 	17366 	17628 	16181 	15147 	15168 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,BG	5435 b	6064 	5553 	5090 	5073 	5133 	5427 	5472 	4177 	2664 	2502 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,CH	41807 	43455 	41987 b	43918 	42651 	41565 	40100 	39477 	37397 	37490 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,CY	13901 	13593 	14208 	15137 	16661 	16375 	15401 	15855 	9011 b	9167 	8035 	7590 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,CZ	208979 	196305 	190464 	184806 	179323 	176896 	172673 	174100 	160971 	143897 	131765 	123736 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,DE	19970 	19910 	18819 	18575 	18790 	17729 	17600 	17580 	17205 	16678 	14573 	14837 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,DK	219381 	210790 	207864 	212712 	202554 	200878 b	192168 	188254 	181730 	173148 	167407 	162841 	156960 	152548 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EA	16945.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EA18	17043.4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EA19	16945.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EE	9119 	8471 	8315 b	6926 	6299 	5896 	6026 	6317 	5597 	4459 	3625 	2994 	2538 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EL	6624 	6910 	7383 	6829 	8884 	10865 	11595 	10857 	10593 	9670 	9389 	9452 	8882 	7870 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,ES	12352 	11973 	11573 	11905 	12018 	12264 	12647 	12851 	11801 b	10333 	9761 	9179 	9600 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EU	51455.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EU27	51557.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,EU28	51455.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,FI	23291 	23564 	23021 	22847 	22285 	21306 	20688 	20303 	19116 	17763 	17940 	17117 	16053 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,FR	19995 	19463 	19299 	19252 	19091 	18076 	17950 	17929 	17479 b	15326 	15428 	14686 	14214 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,HR	39676 	38355 	35000 	35574 	37032 	39093 	41127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,HU	1327692 	1281242 	1174480 	1143238 	1200301 	1089338 	1046104 	1043165 	973617 	942434 	849872 	779750 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,IE	: 	19540 	19049 	18507 	18359 	17557 	18659 	20410 	21378 	19444 	17738 	16791 	16333 	16012 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,IS	: 	3455392 	3350180 	3096406 	2823073 	2905358 	2939621 	3002450 	2681526 	2341559 	2076338 	1985492 	1849963 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,IT	14464 p	14101 	14258 	13637 	13761 	14200 	13617 	13657 	14151 	13842 	13000 	12538 	11850 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,LT	5550 	4842 	15756 	14089 	13706 	12153 	12604 	15697 	13998 	11063 	8800 	6876 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,LU	29145 p	32745 	28675 	27359 	27066 	28370 	28012 	27804 	28405 	27984 	27376 	26077 	24377 	24146 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,LV	6610 	5906 	5221 	4590 	4484 	4039 	4406 	5127 	4787 	3282 	2431 	2041 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,MK	: 	113333 	107106 	102083 	104000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,MT	13085 	12835 	11975 	10402 	9697 	9263 	9081 	9068 	8940 	8679 	3378 	3294 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,NL	22698 b	20726 	19735 	19983 	19684 	18825 	19133 	18742 	18180 	16907 	15661 	15378 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,NO	338919 	330150 	323225 	305578 	299515 	284493 	268709 	266247 	244574 	224270 	219004 	205726 	203597 	197808 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,PL	22809 	22027 	20598 	19937 	19374 	18353 	17553 	16390 	14223 	12020 	10893 	9766 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_LT18,F,MED_E,NAC,PT	8310 	7900 	7714 	7612 	7568 	7668 	8167 	7576 	7778 	7393 	7041 	6717 	6449 	: 	: 	: 	: 	: 	: 	: 	: 
